somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta
2,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_80-89,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),80-89
10,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_80-89,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),80-89
0,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,90+
0,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,90+
0,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),90+
0,Molise,TML_CAT_PERSONALE,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),90+
5,Molise,TML_CAT_ALTRO,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_90+,2 - Personale non Sanitario,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),90+
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_16-19,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),16-19
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_20-29,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),20-29
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_30-39,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),30-39
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_40-49,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),40-49
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_50-59,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),50-59
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,60-69
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,60-69
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,60-69
3,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),60-69
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_60-69,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),60-69
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,70-79
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,70-79
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,70-79
5,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,70-79
7,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),70-79
7,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_70-79,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),70-79
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,80-89
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,80-89
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,80-89
30,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,80-89
15,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),80-89
30,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_80-89,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),80-89
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,90+
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000200_P.O. SAN TIMOTEO - TERMOLI_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000200_P.O. SAN TIMOTEO - TERMOLI,90+
0,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_14000301_P.O.ISERNIA_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,14000301_P.O.ISERNIA,90+
36,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO DON CARLO PISTILLI CB_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO DON CARLO PISTILLI CB,90+
15,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS)_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO LA RESIDENZA DE SAGGI MONTERODUNI (IS),90+
33,Molise,TML_CAT_RSA_OSPITI,06/01/2021_PF/BT_MOL_140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB)_90+,3 - Ospiti Strutture Residenziali,14,2021-01-06,PF/BT,140201_CASA DI RIPOSO VILLA SANTA MARIA MONTENERO DI BISACCIA (CB),90+
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_16-19,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,16-19
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,20-29
8,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,20-29
1,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,20-29
7,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,20-29
1,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,20-29
1,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_20-29,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,20-29
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,30-39
25,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,30-39
7,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,30-39
18,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,30-39
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,30-39
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_30-39,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,30-39
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,40-49
32,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,40-49
26,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,40-49
20,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,40-49
1,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,40-49
1,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_40-49,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,40-49
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,50-59
59,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,50-59
49,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,50-59
34,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,50-59
2,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,50-59
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Villa Le Ginestre Casa Di Riposo Per Anziani_50-59,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Villa Le Ginestre Casa Di Riposo Per Anziani,50-59
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_000921_RSA FONDAZIONE OPERA SERENA_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,000921_RSA FONDAZIONE OPERA SERENA,60-69
31,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000100_P.O. A.CARDARELLI-CAMPOBASSO_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000100_P.O. A.CARDARELLI-CAMPOBASSO,60-69
36,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000200_P.O TIMOTEO- TERMOLI_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000200_P.O TIMOTEO- TERMOLI,60-69
21,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_14000301_P.O. ISERNIA_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,14000301_P.O. ISERNIA,60-69
0,Molise,TML_CAT_OSS,07/01/2021_PF/BT_MOL_140201_Casa Di Riposo Villa Anna_60-69,1 - Operatori Sanitari e Sociosanitari,14,2021-01-07,PF/BT,140201_Casa Di Riposo Villa Anna,60-69
